comment,sentiment
"New Age, Ungodly Drivel: If there are any books that should be burned, this is one of them. Don't waste your money on such ... garbage. The god that Stibal talks about is certainly not the real One, that's for sure.",0
"Amazing healing works!: I have had the privilege to study with Vianna after reading her books, (which I highly recommend to anyone serious about this work) and have been practicing the techniques outlined in the book for one year now. The transformations they have enabled in my life and that of others are nothing short of a miracle. I feel truly blessed to have crossed path with Vianna.Beliefs and behavior patterns can be easily transformed energetically instantly, which saves you years compared to other methods.Physical healing that defies conventional medicine views are easily achievable.The key to excel with the tools outlined in these books is to do belief work on yourself without fail. The more of a clear channel you are, the more efficient you will be as a healer.I offer myself as a support in this amazing journey. Email me any questions at info@Beyond-Beliefs.comWith all my loveTamara",1
A Fantastic Book: I could not put this book down once I began reading it. Vianna Stobal's own life healing experiences along with her instruction on teaching others to heal is amazing. I believe she has found the key to making us all healthier people capable of healing ourselves and others.,1
Very good job!: This dvd shows the wildlife in Africa's Rift Valley. I found it very informative and entertaining. The videography is fantastic. This dvd is a nice one to watch over and over again.,1
"Exceedingly poor quality: Seriously shoddy quality, back board is really flimsy and doesn't even attach to the the piece you sit on. Parts not manufactured well, pieces arrived scratched, some parts don't even fit.",0
"Winsome = poor quality: Poor quality, poor fit, poor design, cheap hardware, don't buy. Screws stripped, took me 8 deck screw to tighten up joints!!",0
"Way over priced.: Hog Wild Fridge Pins are way over priced and a few had the magnets have fallen out of the plastic. This was very disappointing, I had waited a long time to buy these. Strangely enough I found cheaper ones at Kmart with larger and stronger magnets. For the price of $1.49 you can get an 8 pack at Kmart.",0
"I love these magnets!: These magnets are awesome. I'm sick of weak magnets on my fridge that are constantly falling off when the door is opened, or unable to hold anything more than a piece of paper. These magnets are strong, sturdy, small enough to not cover up whatever it's holding, easy to position, and even look cool. I've got one holding up a fabric patch on my fridge even. I don't want any other magnets other than these on my fridge. They are a little pricey for magnets, but worth every penny!",1
"it needs silence all right.: I didnt like anything about this flick.Title has Bangkok so I kinda expect to see city once in a while--no luck. The impression from movie is people are killed left and right in Thailand when in reality it very safe, peaceful and plenty of fun not counting culture in different forms waiting on each corner.The problem is crime rate in USA about 10 times higher than in Thailand but movie gives me opposite impression. Give me facts and entertainment.",0
"The Thai that binds...sorry.: Bangko Dangerous played a little too much like Kar Wai's Fallen Angels(deaf/mute hitman with somewhat arrested developement, similar music video like cinematography, etc) but was enjoyable none the less.A deaf hitman goes about killing for pay, but stumbles on to a young girl(Premsinee Ratanasophacan) who sees past his handicap and the two fall for each other. Then he takes work home with him, showing the young girl his violent side(aimed at some confronting punks, not her) and coupled with the death of his friend and coworker, his seemingly intact world starts to fall apart.I won't go on any further and spoil the film for you, but none of it's unexpected or totally new. Still, I don't regret watching the film and wouldn't mind purchasing the DVD simply because, when viewed just as a fim and not some new hope or whatever, it's a good movie.Definately worth a rent and if you love movies like Leon, Ghost Dog or Fallen Angels, you might want to pick this one up.",1
